DateTime,SaturatedThickness,WaterLevel,WaterElevation
12/31/2002,76.04666667,183.3533333,3298.646667
1/31/2003,76.01166667,183.3883333,3298.611667
2/28/2003,75.966,183.434,3298.566
3/31/2003,75.92142857,183.4816667,3298.521429
4/30/2003,75.89428571,183.5083333,3298.494286
5/31/2003,75.86571429,183.535,3298.465714
6/30/2003,75.81166667,183.5883333,3298.411667
7/31/2003,75.77666667,183.6233333,3298.376667
8/31/2003,75.735,183.665,3298.335
9/30/2003,75.69333333,183.7066667,3298.293333
10/31/2003,75.65,183.75,3298.25
11/30/2003,75.544,183.856,3298.144
12/31/2003,75.54166667,183.8583333,3298.141667
1/31/2004,75.48,183.92,3298.08
2/29/2004,75.422,183.978,3298.022
3/31/2004,75.37,184.03,3297.97
4/30/2004,75.33166667,184.0683333,3297.931667
5/31/2004,75.32333333,184.0766667,3297.923333
6/30/2004,75.295,184.105,3297.895
7/31/2004,75.235,184.165,3297.835
8/31/2004,75.11333333,184.2866667,3297.713333
9/30/2004,75.17666667,184.2233333,3297.776667
10/31/2004,75.06625,184.3483333,3297.66625
11/30/2004,74.95166667,184.4483333,3297.551667
12/31/2004,74.95,184.4483333,3297.55
1/31/2005,74.88333333,184.5166667,3297.483333
2/28/2005,74.82833333,184.572,3297.428333
3/31/2005,74.80857143,184.5933333,3297.408571
4/30/2005,74.77,184.63,3297.37
5/31/2005,74.74714286,184.655,3297.347143
6/30/2005,74.71333333,184.6866667,3297.313333
7/31/2005,74.68,184.72,3297.28
8/31/2005,74.62333333,184.7766667,3297.223333
9/30/2005,74.58166667,184.9289956,3297.181667
10/31/2005,74.54,185.0191853,3297.14
11/30/2005,74.425,185.0844274,3297.025
12/31/2005,74.36333333,185.13957,3296.963333
1/31/2006,74.31,185.0813245,3296.91
2/28/2006,74.30166667,185.109375,3296.901667
3/31/2006,74.26166667,185.1496695,3296.861667
4/30/2006,74.20666667,185.1947126,3296.806667
5/31/2006,74.15166667,185.2364766,3296.751667
6/30/2006,74.11833333,185.2805152,3296.718333
7/31/2006,74.085,185.3124,3296.685
8/31/2006,74.04666667,185.3546341,3296.646667
9/30/2006,74,185.4076849,3296.6
10/31/2006,73.95833333,185.4526093,3296.558333
11/30/2006,73.90166667,185.4923846,3296.501667
12/31/2006,73.87666667,185.5420397,3296.476667
1/31/2007,73.81833333,185.6000269,3296.418333
2/28/2007,73.76333333,185.6494048,3296.363333
3/31/2007,73.70666667,185.7060618,3296.306667
4/30/2007,73.65166667,185.7569,3296.251667
5/31/2007,73.60666667,185.792619,3296.206667
6/30/2007,73.585,185.8075592,3296.185
7/31/2007,73.55833333,185.7531769,3296.158333
8/31/2007,73.53333333,185.7259858,3296.133333
9/30/2007,73.79333333,185.6987946,3296.393333
10/31/2007,73.915,185.6444123,3296.515
11/30/2007,73.88833333,185.6363603,3296.488333
12/31/2007,73.84166667,185.5900299,3296.441667
1/31/2008,73.77,185.6283084,3296.37
2/29/2008,73.73571429,185.6638696,3296.335714
3/31/2008,73.70833333,185.6978218,3296.308333
4/30/2008,73.68,185.7369588,3296.28
5/31/2008,73.61666667,185.7777778,3296.216667
6/30/2008,73.59333333,185.8110545,3296.193333
7/31/2008,73.56333333,185.8386364,3296.163333
8/31/2008,73.52,185.865,3296.12
9/30/2008,73.40333333,186.1856716,3296.003333
10/31/2008,73.18666667,186.2189465,3295.786667
11/30/2008,73.13666667,186.2573958,3295.736667
12/31/2008,73.095,186.3026984,3295.695
1/31/2009,73.04833333,186.33295,3295.648333
2/28/2009,73.03,186.3693304,3295.63
3/31/2009,73.01166667,186.3922631,3295.611667
4/30/2009,72.935,186.4493103,3295.535
5/31/2009,72.91333333,186.4892204,3295.513333
6/30/2009,72.87166667,186.5260452,3295.471667
7/31/2009,72.85,186.5490998,3295.45
8/31/2009,72.88333333,186.5019057,3295.483333
9/30/2009,72.76166667,186.6322222,3295.361667
10/31/2009,72.705,186.6927151,3295.305
11/30/2009,72.675,186.7189492,3295.275
12/31/2009,72.68166667,186.7200865,3295.281667
1/31/2010,72.645,186.7438393,3295.245
2/28/2010,72.59,186.8097449,3295.19
3/31/2010,72.53833333,186.8543742,3295.138333
4/30/2010,72.5,186.8936806,3295.1
5/31/2010,72.47,186.934352,3295.07
6/30/2010,72.46166667,186.9379885,3295.061667
7/31/2010,72.42166667,186.9733287,3295.021667
8/31/2010,72.39833333,186.9969136,3294.998333
9/30/2010,72.37666667,187.0231921,3294.976667
10/31/2010,72.35666667,187.05246,3294.956667
11/30/2010,72.28,187.1146634,3294.88
12/31/2010,72.2375,187.1651562,3294.8375
1/31/2011,72.2,187.1856421,3294.8
2/28/2011,72.21,187.2100163,3294.81
3/31/2011,72.15,187.2551747,3294.75
4/30/2011,72.15333333,187.2856528,3294.753333
5/31/2011,72.15666667,187.2472177,3294.756667
6/30/2011,72.13666667,187.2665508,3294.736667
7/31/2011,72.10333333,187.2940421,3294.703333
8/31/2011,72.07666667,187.3247692,3294.676667
9/30/2011,72.04333333,187.3570968,3294.643333
10/31/2011,72.01666667,187.3899571,3294.616667
11/30/2011,71.97,187.4293883,3294.57
12/31/2011,71.85428571,187.5257107,3294.454286
1/31/2012,71.78666667,187.6129659,3294.386667
2/29/2012,71.75,187.645106,3294.35
3/31/2012,71.724,187.6729583,3294.324
4/30/2012,71.70166667,187.6913745,3294.301667
5/31/2012,71.67166667,187.725,3294.271667
6/30/2012,71.62285714,187.7673472,3294.222857
7/31/2012,71.57333333,187.8370082,3294.173333
8/31/2012,71.54,187.8545468,3294.14
9/30/2012,71.505,187.8964548,3294.105
10/31/2012,71.47833333,187.9274194,3294.078333
11/30/2012,71.456,187.9529968,3294.056
12/31/2012,71.42857143,187.9947712,3294.028571
1/31/2013,71.36333333,188.0343716,3293.963333
2/28/2013,71.32,188.0684821,3293.92
3/31/2013,71.27833333,188.1002782,3293.878333
4/30/2013,71.23285714,188.1431528,3293.832857
5/31/2013,71.17833333,188.2176111,3293.778333
6/30/2013,71.17333333,188.2409914,3293.773333
7/31/2013,71.115,188.2751075,3293.715
8/31/2013,71.08833333,188.309086,3293.688333
9/30/2013,71.075,188.3269684,3293.675
10/31/2013,71.03833333,188.3557514,3293.638333
11/30/2013,71.04,188.3872361,3293.64
12/31/2013,70.96333333,188.4163441,3293.563333
1/31/2014,70.96333333,188.4438844,3293.563333
2/28/2014,70.91,188.4806845,3293.51
3/31/2014,70.915,188.5139208,3293.515
4/30/2014,70.88,188.5441111,3293.48
5/31/2014,70.83666667,188.5733333,3293.436667
6/30/2014,70.77833333,188.628178,3293.378333
7/31/2014,70.74833333,188.6590995,3293.348333
8/31/2014,70.74166667,188.6642339,3293.341667
9/30/2014,70.70666667,188.6962361,3293.306667
10/31/2014,70.68333333,188.7249727,3293.283333
11/30/2014,70.66333333,188.7553672,3293.263333
12/31/2014,70.64833333,188.79,3293.248333
1/31/2015,70.60166667,190.0701882,3293.201667
2/28/2015,70.57,188.8535417,3293.17
3/31/2015,70.52,188.8851882,3293.12
4/30/2015,70.505,188.9134583,3293.105
5/31/2015,70.43833333,188.9674059,3293.038333
6/30/2015,70.39666667,189.0061806,3292.996667
7/31/2015,70.37,189.0317486,3292.97
8/31/2015,70.35166667,189.050793,3292.951667
9/30/2015,70.34833333,189.0523611,3292.948333
10/31/2015,70.32666667,189.0798925,3292.926667
11/30/2015,70.29333333,189.1232759,3292.893333
12/31/2015,70.26714286,189.1614651,3292.867143
1/31/2016,70.225,189.1967473,3292.825
2/29/2016,70.194,189.220704,3292.794
3/31/2016,70.165,189.2443414,3292.765
4/30/2016,70.14333333,189.2738194,3292.743333
5/31/2016,70.11,189.2997177,3292.71
6/30/2016,70.09,189.3160694,3292.69
7/31/2016,70.09666667,189.312459,3292.696667
8/31/2016,70.066,189.3354839,3292.666
